idatracacao,cdtup,berco,portoatracacao,ano,mes,tipooperacao,tiponavegacaoatracacao,terminal,nacionalidadearmador,tesperaatracacao,tesperacainicioop,toperacao,tesperadesatracacao,tatracado,testadia,idcarga,origem,destino,cdmercadoria,naturezacarga,qtcarga,pesocargabruta,sentido,cdmercadoria_cntr,pesocarga_cntr
784636,BRARE,T1,"Areia Branca",2016,ago,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,3,0,5,0,5,9,17027530,BRSAL,BRARE,2501,"Granel Sólido",0,1530,Desembarcados,"",0
739765,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,4,0,4,4,15865921,BRSAL,BRARE,2501,"Granel Sólido",0,1288,Desembarcados,"",0
761836,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,6,0,6,6,16374891,BRSAL,BRARE,2501,"Granel Sólido",0,1983,Desembarcados,"",0
756658,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,1,0,3,0,4,5,16266477,BRSAL,BRARE,2501,"Granel Sólido",0,1419,Desembarcados,"",0
784025,BRARE,T1,"Areia Branca",2016,ago,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,4,0,5,5,17014187,BRSAL,BRARE,2501,"Granel Sólido",0,1655,Desembarcados,"",0
795625,BRARE,T1,"Areia Branca",2016,out,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,27,0,5,0,5,32,17383861,BRSAL,BRARE,2501,"Granel Sólido",0,1306,Desembarcados,"",0
791524,BRARE,T1,"Areia Branca",2016,out,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,12,0,6,0,7,19,17262568,BRSAL,BRARE,2501,"Granel Sólido",0,1446,Desembarcados,"",0
780259,BRARE,T1,"Areia Branca",2016,ago,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,7,0,7,7,16904676,BRSAL,BRARE,2501,"Granel Sólido",0,1417,Desembarcados,"",0
742246,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,23,0,4,0,4,27,15878050,BRSAL,BRARE,2501,"Granel Sólido",0,1497,Desembarcados,"",0
784372,BRARE,T1,"Areia Branca",2016,ago,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,4,1,4,0,5,10,17026681,BRSAL,BRARE,2501,"Granel Sólido",0,1543,Desembarcados,"",0
790047,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,1,0,8,0,9,11,17204111,BRSAL,BRARE,2501,"Granel Sólido",0,1778,Desembarcados,"",0
771244,BRARE,T1,"Areia Branca",2016,jun,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,3,0,4,0,4,7,16682411,BRSAL,BRARE,2501,"Granel Sólido",0,1410,Desembarcados,"",0
790725,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,12,0,5,0,5,17,17208297,BRSAL,BRARE,2501,"Granel Sólido",0,1422,Desembarcados,"",0
762195,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,5,0,5,5,16378623,BRSAL,BRARE,2501,"Granel Sólido",0,1436,Desembarcados,"",0
757022,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,4,0,4,4,16270766,BRSAL,BRARE,2501,"Granel Sólido",0,1319,Desembarcados,"",0
805902,BRARE,"Cais Comercial","Areia Branca",2016,dez,Apoio,"Apoio Portuário","Cais Comercial de Atracação de Barcaças",1,0,0,4,0,4,5,17712753,BRSAL,BRARE,2501,"Granel Sólido",0,1202,Desembarcados,"",0
783769,BRARE,T1,"Areia Branca",2016,ago,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,5,0,9,0,9,15,17005476,BRSAL,BRARE,2501,"Granel Sólido",0,1583,Desembarcados,"",0
783585,BRARE,T1,"Areia Branca",2016,ago,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,4,0,5,5,17005039,BRSAL,BRARE,2501,"Granel Sólido",0,1725,Desembarcados,"",0
795281,BRARE,T1,"Areia Branca",2016,out,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,1,0,5,0,6,7,17416533,BRSAL,BRARE,2501,"Granel Sólido",0,1648,Desembarcados,"",0
771999,BRARE,T1,"Areia Branca",2016,jun,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,7,0,4,0,4,12,16685706,BRSAL,BRARE,2501,"Granel Sólido",0,1494,Desembarcados,"",0
739371,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,25,0,5,0,5,31,15865900,BRSAL,BRARE,2501,"Granel Sólido",0,1370,Desembarcados,"",0
771756,BRARE,T1,"Areia Branca",2016,jun,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,5,0,5,0,5,11,16684522,BRSAL,BRARE,2501,"Granel Sólido",0,1482,Desembarcados,"",0
787609,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,5,0,4,0,4,10,17117685,BRSAL,BRARE,2501,"Granel Sólido",0,1426,Desembarcados,"",0
771960,BRARE,T1,"Areia Branca",2016,jun,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,17,0,16,0,16,33,16685669,BRSAL,BRARE,2501,"Granel Sólido",0,1723,Desembarcados,"",0
774612,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,5,0,5,0,5,11,16715742,BRSAL,BRARE,2501,"Granel Sólido",0,1108,Desembarcados,"",0
759550,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,4,0,4,5,16341366,BRSAL,BRARE,2501,"Granel Sólido",0,1477,Desembarcados,"",0
763176,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,7,0,7,7,16416046,BRSAL,BRARE,2501,"Granel Sólido",0,1229,Desembarcados,"",0
772100,BRARE,T1,"Areia Branca",2016,jun,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,24,0,7,0,7,31,16686306,BRSAL,BRARE,2501,"Granel Sólido",0,1807,Desembarcados,"",0
789201,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,11,0,16,0,16,28,17160416,BRSAL,BRARE,2501,"Granel Sólido",0,1786,Desembarcados,"",0
739088,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,12,0,5,0,5,17,15865833,BRSAL,BRARE,2501,"Granel Sólido",0,1554,Desembarcados,"",0
784511,BRARE,T1,"Areia Branca",2016,ago,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,7,0,4,0,4,12,17026984,BRSAL,BRARE,2501,"Granel Sólido",0,1492,Desembarcados,"",0
791083,BRARE,T1,"Areia Branca",2016,out,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,41,0,6,0,6,48,17211224,BRSAL,BRARE,2501,"Granel Sólido",0,1601,Desembarcados,"",0
783580,BRARE,T1,"Areia Branca",2016,ago,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,6,0,5,0,5,12,17005034,BRSAL,BRARE,2501,"Granel Sólido",0,1701,Desembarcados,"",0
794894,BRARE,T1,"Areia Branca",2016,out,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,6,0,6,0,6,12,17416526,BRSAL,BRARE,2501,"Granel Sólido",0,1777,Desembarcados,"",0
777633,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,2,2,5,0,8,11,16841111,BRSAL,BRARE,2501,"Granel Sólido",0,1594,Desembarcados,"",0
763116,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,8,0,4,0,4,13,16415965,BRSAL,BRARE,2501,"Granel Sólido",0,1288,Desembarcados,"",0
784378,BRARE,T1,"Areia Branca",2016,ago,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,3,0,3,3,17026687,BRSAL,BRARE,2501,"Granel Sólido",0,1566,Desembarcados,"",0
763528,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,4,0,4,4,16435128,BRSAL,BRARE,2501,"Granel Sólido",0,1137,Desembarcados,"",0
756225,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,2,0,5,0,5,8,16263036,BRSAL,BRARE,2501,"Granel Sólido",0,1783,Desembarcados,"",0
778597,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,5,0,5,5,16849544,BRSAL,BRARE,2501,"Granel Sólido",0,1335,Desembarcados,"",0
801104,BRARE,"Cais Comercial","Areia Branca",2016,nov,Apoio,"Apoio Portuário","Cais Comercial de Atracação de Barcaças",1,1,0,3,0,3,4,17554045,BRSAL,BRARE,2501,"Granel Sólido",0,1299,Desembarcados,"",0
760560,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,5,0,5,6,16351868,BRSAL,BRARE,2501,"Granel Sólido",0,1237,Desembarcados,"",0
781970,BRARE,T1,"Areia Branca",2016,ago,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,2,0,20,0,20,22,16967330,BRSAL,BRARE,2501,"Granel Sólido",0,1131,Desembarcados,"",0
737677,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,19,0,5,0,6,25,15863426,BRSAL,BRARE,2501,"Granel Sólido",0,1650,Desembarcados,"",0
735463,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,7,0,3,0,3,10,15863352,BRSAL,BRARE,2501,"Granel Sólido",0,1288,Desembarcados,"",0
760571,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,3,0,4,0,4,8,16351878,BRSAL,BRARE,2501,"Granel Sólido",0,1180,Desembarcados,"",0
800711,BRARE,T1,"Areia Branca",2016,nov,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,6,0,6,6,17552525,BRSAL,BRARE,2501,"Granel Sólido",0,1251,Desembarcados,"",0
761746,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,6,0,6,6,16374799,BRSAL,BRARE,2501,"Granel Sólido",0,1934,Desembarcados,"",0
772684,BRARE,T1,"Areia Branca",2016,jun,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,2,0,4,0,4,7,16691179,BRSAL,BRARE,2501,"Granel Sólido",0,1570,Desembarcados,"",0
772847,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,1,0,5,0,5,7,16690950,BRSAL,BRARE,2501,"Granel Sólido",0,1694,Desembarcados,"",0
792290,BRARE,T1,"Areia Branca",2016,out,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,1,0,3,0,3,4,17280978,BRSAL,BRARE,2501,"Granel Sólido",0,1030,Desembarcados,"",0
760403,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,6,0,6,6,16351695,BRSAL,BRARE,2501,"Granel Sólido",0,1228,Desembarcados,"",0
780928,BRARE,T1,"Areia Branca",2016,ago,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,9,9,3,0,13,22,16925509,BRSAL,BRARE,2501,"Granel Sólido",0,1295,Desembarcados,"",0
772462,BRARE,T1,"Areia Branca",2016,jun,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,3,0,3,0,16691180,BRSAL,BRARE,2501,"Granel Sólido",0,1480,Desembarcados,"",0
760775,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,4,0,4,0,4,8,16352540,BRSAL,BRARE,2501,"Granel Sólido",0,1192,Desembarcados,"",0
738390,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,7,0,4,0,5,12,15864765,BRSAL,BRARE,2501,"Granel Sólido",0,1546,Desembarcados,"",0
790663,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,4,0,4,0,4,8,17207257,BRSAL,BRARE,2501,"Granel Sólido",0,1204,Desembarcados,"",0
760626,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,3,0,6,0,6,9,16351894,BRSAL,BRARE,2501,"Granel Sólido",0,1127,Desembarcados,"",0
759885,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,4,0,4,0,5,9,16342413,BRSAL,BRARE,2501,"Granel Sólido",0,1276,Desembarcados,"",0
773911,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,3,0,7,0,7,10,16708535,BRSAL,BRARE,2501,"Granel Sólido",0,1646,Desembarcados,"",0
803585,BRARE,"Cais Comercial","Areia Branca",2016,dez,Apoio,"Apoio Portuário","Cais Comercial de Atracação de Barcaças",1,11,0,4,0,4,16,17639131,BRSAL,BRARE,2501,"Granel Sólido",0,1664,Desembarcados,"",0
805855,BRARE,"Cais Comercial","Areia Branca",2016,dez,Apoio,"Apoio Portuário","Cais Comercial de Atracação de Barcaças",1,7,0,4,0,4,11,17712688,BRSAL,BRARE,2501,"Granel Sólido",0,1236,Desembarcados,"",0
782903,BRARE,T1,"Areia Branca",2016,ago,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,6,0,6,6,16999641,BRSAL,BRARE,2501,"Granel Sólido",0,1153,Desembarcados,"",0
778208,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,3,0,3,4,16844478,BRSAL,BRARE,2501,"Granel Sólido",0,1336,Desembarcados,"",0
773622,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,6,0,6,6,16703460,BRSAL,BRARE,2501,"Granel Sólido",0,1807,Desembarcados,"",0
782869,BRARE,T1,"Areia Branca",2016,ago,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,5,0,5,6,16994479,BRSAL,BRARE,2501,"Granel Sólido",0,2003,Desembarcados,"",0
790979,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,1,0,6,0,6,8,17210587,BRSAL,BRARE,2501,"Granel Sólido",0,1222,Desembarcados,"",0
787973,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,9,0,5,0,5,15,17124187,BRSAL,BRARE,2501,"Granel Sólido",0,1515,Desembarcados,"",0
782575,BRARE,T1,"Areia Branca",2016,ago,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,4,0,4,0,4,9,16990733,BRSAL,BRARE,2501,"Granel Sólido",0,1508,Desembarcados,"",0
773704,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,24,0,6,0,6,30,16704257,BRSAL,BRARE,2501,"Granel Sólido",0,1764,Desembarcados,"",0
742189,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,4,0,5,5,15878025,BRSAL,BRARE,2501,"Granel Sólido",0,1580,Desembarcados,"",0
774120,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,4,0,8,0,8,12,16710861,BRSAL,BRARE,2501,"Granel Sólido",0,1649,Desembarcados,"",0
742196,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,2,5,0,7,7,15878032,BRSAL,BRARE,2501,"Granel Sólido",0,1363,Desembarcados,"",0
774113,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,3,0,5,0,5,9,16710854,BRSAL,BRARE,2501,"Granel Sólido",0,1668,Desembarcados,"",0
759668,BRARE,T1,"Areia Branca",2016,abr,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,1,0,4,0,5,6,16341481,BRSAL,BRARE,2501,"Granel Sólido",0,1296,Desembarcados,"",0
777628,BRARE,T1,"Areia Branca",2016,jul,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,2,6,0,9,9,16841106,BRSAL,BRARE,2501,"Granel Sólido",0,1665,Desembarcados,"",0
795788,BRARE,T1,"Areia Branca",2016,out,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,48,0,6,0,7,55,17384502,BRSAL,BRARE,2501,"Granel Sólido",0,1715,Desembarcados,"",0
803875,BRARE,"Cais Comercial","Areia Branca",2016,dez,Apoio,"Apoio Portuário","Cais Comercial de Atracação de Barcaças",1,0,0,4,0,4,4,17642193,BRSAL,BRARE,2501,"Granel Sólido",0,1772,Desembarcados,"",0
795383,BRARE,T1,"Areia Branca",2016,out,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,24,0,7,0,7,32,17380217,BRSAL,BRARE,2501,"Granel Sólido",0,1518,Desembarcados,"",0
763342,BRARE,T1,"Areia Branca",2016,mai,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,4,0,4,4,16429574,BRSAL,BRARE,2501,"Granel Sólido",0,1353,Desembarcados,"",0
738136,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,2,0,5,0,5,7,15863432,BRSAL,BRARE,2501,"Granel Sólido",0,1882,Desembarcados,"",0
735794,BRARE,T1,"Areia Branca",2016,jan,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,0,0,14,0,14,14,15863359,BRSAL,BRARE,2501,"Granel Sólido",0,1278,Desembarcados,"",0
786001,BRARE,T1,"Areia Branca",2016,set,Apoio,"Apoio Portuário","Cais de Uso da CODERN",1,1,0,3,0,4,5,17105293,BRSAL,BRARE,2501,"Granel Sólido",0,1089,Desembarcados,"",0
